day	seedRun	susceptible	exposed	infected	removed	susceptible-in-quarantine	exposed-in-quarantine	infected-in-quarantine	removed-in-quarantine	susceptible-in-quarantine-external-1	exposed-in-quarantine-external-1	infected-in-quarantine-external-1	removed-in-quarantine-external-1	susceptible-in-quarantine-external-2	exposed-in-quarantine-external-2	infected-in-quarantine-external-2	removed-in-quarantine-external-2	num-of-screened-students	num-of-screened-students-external-1	num-of-screened-students-external-2	num-of-positive-students	num-of-positive-students-external-1	num-of-positive-students-external-2	classroom-in-quarantine	num-of-classroom-in-quarantine	classroom-with-at-least-one-infected
0	123457304	240	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	[]	0	0
1	123457304	239	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	[]	0	1
2	123457304	239	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	[]	0	1
3	123457304	237	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	[]	0	1
4	123457304	236	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	120	0	0	0	0	0	[]	0	1
5	123457304	236	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	120	0	0	0	0	0	[]	0	1
6	123457304	236	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	120	0	0	0	0	0	[]	0	1
7	123457304	236	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	120	0	0	0	0	0	[]	0	1
8	123457304	236	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	120	0	0	0	0	0	[]	0	1
9	123457304	236	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	120	0	0	0	0	0	[]	0	1
10	123457304	233	3	2	2	0	0	0	0	0	0	0	0	0	0	0	0	120	0	0	0	0	0	[]	0	1
11	123457304	230	6	2	2	0	0	0	0	0	0	0	0	0	0	0	0	240	0	0	0	0	0	[]	0	1
12	123457304	228	7	3	2	0	0	0	0	0	0	0	0	0	0	0	0	240	0	0	0	0	0	[]	0	1
13	123457304	228	5	5	2	0	0	0	0	0	0	0	0	0	0	0	0	240	0	0	0	0	0	[]	0	1
14	123457304	228	3	7	2	0	0	0	0	0	0	0	0	0	0	0	0	240	0	0	0	0	0	[]	0	2
15	123457304	224	7	7	2	0	0	0	0	0	0	0	0	0	0	0	0	240	0	0	0	0	0	[]	0	2
16	123457304	223	7	7	3	0	0	0	0	0	0	0	0	0	0	0	0	240	0	0	0	0	0	[]	0	2
17	123457304	218	10	7	5	0	0	0	0	0	0	0	0	0	0	0	0	240	0	0	0	0	0	[]	0	2
18	123457304	213	6	1	0	2	6	6	6	0	0	0	0	0	0	0	0	360	0	0	4	0	0	[2B]	1	2
19	123457304	211	6	3	0	2	3	9	6	0	0	0	0	0	0	0	0	360	0	0	4	0	0	[2B]	1	4
20	123457304	211	3	5	1	2	3	7	8	0	0	0	0	0	0	0	0	360	0	0	4	0	0	[2B]	1	4
21	123457304	211	1	6	2	2	2	6	10	0	0	0	0	0	0	0	0	360	0	0	4	0	0	[2B]	1	4
22	123457304	209	3	5	3	2	1	6	11	0	0	0	0	0	0	0	0	360	0	0	4	0	0	[2B]	1	4
23	123457304	206	6	5	3	2	1	6	11	0	0	0	0	0	0	0	0	360	0	0	4	0	0	[2B]	1	4
24	123457304	201	10	6	3	2	0	7	11	0	0	0	0	0	0	0	0	360	0	0	4	0	0	[2B]	1	4
25	123457304	160	0	0	0	43	6	16	15	0	0	0	0	0	0	0	0	470	0	0	8	0	0	[2B 1A 3A 3B]	4	4
26	123457304	160	0	0	0	43	4	17	16	0	0	0	0	0	0	0	0	470	0	0	8	0	0	[2B 1A 3A 3B]	4	4
27	123457304	160	0	0	0	43	3	17	17	0	0	0	0	0	0	0	0	470	0	0	8	0	0	[2B 1A 3A 3B]	4	4
28	123457304	160	0	0	0	43	2	17	18	0	0	0	0	0	0	0	0	470	0	0	8	0	0	[2B 1A 3A 3B]	4	4
29	123457304	160	0	0	0	43	2	14	21	0	0	0	0	0	0	0	0	470	0	0	8	0	0	[2B 1A 3A 3B]	4	4
30	123457304	160	0	0	0	43	2	11	24	0	0	0	0	0	0	0	0	470	0	0	8	0	0	[2B 1A 3A 3B]	4	4
31	123457304	160	0	0	0	43	1	11	25	0	0	0	0	0	0	0	0	470	0	0	8	0	0	[2B 1A 3A 3B]	4	4
32	123457304	162	0	0	18	41	1	7	11	0	0	0	0	0	0	0	0	560	0	0	8	0	0	[1A 3A 3B]	3	3
33	123457304	162	0	0	18	41	1	6	12	0	0	0	0	0	0	0	0	560	0	0	8	0	0	[1A 3A 3B]	3	2
34	123457304	162	0	0	18	41	0	6	13	0	0	0	0	0	0	0	0	560	0	0	8	0	0	[1A 3A 3B]	3	2
35	123457304	162	0	0	18	41	0	6	13	0	0	0	0	0	0	0	0	560	0	0	8	0	0	[1A 3A 3B]	3	2
