day	seedRun	susceptible	exposed	infected	removed	susceptible-in-quarantine	exposed-in-quarantine	infected-in-quarantine	removed-in-quarantine	susceptible-in-quarantine-external-1	exposed-in-quarantine-external-1	infected-in-quarantine-external-1	removed-in-quarantine-external-1	susceptible-in-quarantine-external-2	exposed-in-quarantine-external-2	infected-in-quarantine-external-2	removed-in-quarantine-external-2	num-of-screened-students	num-of-screened-students-external-1	num-of-screened-students-external-2	num-of-positive-students	num-of-positive-students-external-1	num-of-positive-students-external-2	num-vaccinated-susceptible	num-vaccinated-exposed	num-vaccinated-infected	num-vaccinated-removed	num-infected-outside	classroom-in-quarantine	num-of-classroom-in-quarantine	classroom-with-at-least-one-infected
0	123456846	240	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	0	0	0	0	[]	0	0
1	123456846	239	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	0	0	0	0	[]	0	1
2	123456846	239	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	0	0	0	0	[]	0	1
3	123456846	239	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	0	0	0	0	[]	0	1
4	123456846	238	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	0	0	0	0	[]	0	1
5	123456846	238	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	60	0	0	0	0	0	50	0	0	0	0	[]	0	0
6	123456846	238	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	60	0	0	0	0	0	50	0	0	0	0	[]	0	0
7	123456846	238	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	60	0	0	0	0	0	50	0	0	0	0	[]	0	0
8	123456846	236	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	60	0	0	0	0	0	50	0	0	0	0	[]	0	1
9	123456846	234	4	1	1	0	0	0	0	0	0	0	0	0	0	0	0	60	0	0	0	0	0	50	0	0	0	0	[]	0	1
10	123456846	234	2	3	1	0	0	0	0	0	0	0	0	0	0	0	0	60	0	0	0	0	0	50	0	0	0	0	[]	0	1
11	123456846	230	5	4	1	0	0	0	0	0	0	0	0	0	0	0	0	60	0	0	0	0	0	50	0	0	0	0	[]	0	1
12	123456846	219	1	0	0	11	3	4	2	0	0	0	0	0	0	0	0	120	0	0	1	0	0	50	0	0	0	0	[1C]	1	1
13	123456846	219	1	0	0	11	3	4	2	0	0	0	0	0	0	0	0	120	0	0	1	0	0	50	0	0	0	0	[1C]	1	1
14	123456846	219	1	0	0	11	2	5	2	0	0	0	0	0	0	0	0	120	0	0	1	0	0	50	0	0	0	0	[1C]	1	1
15	123456846	219	1	0	0	11	1	6	2	0	0	0	0	0	0	0	0	120	0	0	1	0	0	50	0	0	0	0	[1C]	1	1
16	123456846	219	1	0	0	11	1	4	4	0	0	0	0	0	0	0	0	120	0	0	1	0	0	50	0	0	0	0	[1C]	1	1
17	123456846	219	0	1	0	11	1	3	5	0	0	0	0	0	0	0	0	120	0	0	1	0	0	50	0	0	0	0	[1C]	1	2
18	123456846	219	0	1	0	11	1	3	5	0	0	0	0	0	0	0	0	120	0	0	1	0	0	50	0	0	0	0	[1C]	1	2
19	123456846	218	1	1	0	11	1	3	5	0	0	0	0	0	0	0	0	175	0	0	1	0	0	50	0	0	0	0	[1C]	1	2
20	123456846	218	1	1	0	11	1	3	5	0	0	0	0	0	0	0	0	175	0	0	1	0	0	50	0	0	0	0	[1C]	1	2
21	123456846	218	0	2	0	11	0	4	5	0	0	0	0	0	0	0	0	175	0	0	1	0	0	50	0	0	0	0	[1C]	1	2
22	123456846	217	1	2	0	11	0	2	7	0	0	0	0	0	0	0	0	175	0	0	1	0	0	50	0	0	0	0	[1C]	1	2
23	123456846	216	2	2	0	11	0	2	7	0	0	0	0	0	0	0	0	175	0	0	1	0	0	50	0	0	0	0	[1C]	1	2
24	123456846	214	3	3	0	11	0	2	7	0	0	0	0	0	0	0	0	175	0	0	1	0	0	50	0	0	0	0	[1C]	1	2
25	123456846	211	4	4	1	11	0	1	8	0	0	0	0	0	0	0	0	175	0	0	1	0	0	50	0	0	0	0	[1C]	1	2
26	123456846	217	7	6	10	0	0	0	0	0	0	0	0	0	0	0	0	235	0	0	1	0	0	50	0	0	0	0	[]	0	1
27	123456846	217	6	5	12	0	0	0	0	0	0	0	0	0	0	0	0	235	0	0	1	0	0	50	0	0	0	0	[]	0	1
28	123456846	217	5	6	12	0	0	0	0	0	0	0	0	0	0	0	0	235	0	0	1	0	0	50	0	0	0	0	[]	0	1
29	123456846	214	7	7	12	0	0	0	0	0	0	0	0	0	0	0	0	235	0	0	1	0	0	50	0	0	0	0	[]	0	1
30	123456846	214	4	7	15	0	0	0	0	0	0	0	0	0	0	0	0	235	0	0	1	0	0	50	0	0	0	0	[]	0	1
31	123456846	214	4	6	16	0	0	0	0	0	0	0	0	0	0	0	0	235	0	0	1	0	0	50	0	0	0	0	[]	0	1
32	123456846	214	4	6	16	0	0	0	0	0	0	0	0	0	0	0	0	235	0	0	1	0	0	50	0	0	0	0	[]	0	1
33	123456846	214	4	4	18	0	0	0	0	0	0	0	0	0	0	0	0	295	0	0	1	0	0	50	0	0	0	0	[]	0	1
34	123456846	214	3	4	19	0	0	0	0	0	0	0	0	0	0	0	0	295	0	0	1	0	0	50	0	0	0	0	[]	0	1
35	123456846	214	2	5	19	0	0	0	0	0	0	0	0	0	0	0	0	295	0	0	1	0	0	50	0	0	0	0	[]	0	1
