,day,cumulative_infected,type,type_of_screening_pretty
0,1.0,0.0,Total infected,Without screening
1,2.0,0.015099999999989677,Total infected,Without screening
2,3.0,0.028999999999996362,Total infected,Without screening
3,4.0,0.054099999999976944,Total infected,Without screening
4,5.0,0.07900000000000773,Total infected,Without screening
5,6.0,0.11320000000000618,Total infected,Without screening
6,7.0,0.15319999999999823,Total infected,Without screening
7,8.0,0.19020000000000437,Total infected,Without screening
8,9.0,0.25620000000000687,Total infected,Without screening
9,10.0,0.34039999999995985,Total infected,Without screening
10,11.0,0.4864000000000033,Total infected,Without screening
11,12.0,0.6256999999999948,Total infected,Without screening
12,13.0,0.801900000000046,Total infected,Without screening
13,14.0,0.9488999999999805,Total infected,Without screening
14,15.0,1.052000000000021,Total infected,Without screening
15,16.0,1.2231999999999914,Total infected,Without screening
16,17.0,1.4445000000000334,Total infected,Without screening
17,18.0,1.703800000000001,Total infected,Without screening
18,19.0,1.9819999999999993,Total infected,Without screening
19,20.0,2.3144000000000062,Total infected,Without screening
20,21.0,2.5855999999999995,Total infected,Without screening
21,22.0,2.764800000000008,Total infected,Without screening
22,23.0,3.038099999999986,Total infected,Without screening
23,24.0,3.374300000000005,Total infected,Without screening
24,25.0,3.7577,Total infected,Without screening
25,26.0,4.1422000000000025,Total infected,Without screening
26,27.0,4.605699999999985,Total infected,Without screening
27,28.0,4.977000000000032,Total infected,Without screening
28,29.0,5.229199999999992,Total infected,Without screening
29,30.0,5.6156999999999755,Total infected,Without screening
30,31.0,6.120200000000011,Total infected,Without screening
31,32.0,6.716599999999971,Total infected,Without screening
32,33.0,7.324200000000019,Total infected,Without screening
33,34.0,8.01400000000001,Total infected,Without screening
34,35.0,8.49739999999997,Total infected,Without screening
35,1.0,0.0,Total infected,Screening 25%
36,2.0,0.0049999999999954525,Total infected,Screening 25%
37,3.0,0.025100000000009004,Total infected,Screening 25%
38,4.0,0.03520000000000323,Total infected,Screening 25%
39,5.0,0.06529999999997926,Total infected,Screening 25%
40,6.0,0.11060000000000514,Total infected,Screening 25%
41,7.0,0.1507000000000005,Total infected,Screening 25%
42,8.0,0.19590000000002306,Total infected,Screening 25%
43,9.0,0.28130000000001587,Total infected,Screening 25%
44,10.0,0.40690000000000737,Total infected,Screening 25%
45,11.0,0.5726999999999975,Total infected,Screening 25%
46,12.0,0.733600000000024,Total infected,Screening 25%
47,13.0,0.9646000000000186,Total infected,Screening 25%
48,14.0,1.1456000000000301,Total infected,Screening 25%
49,15.0,1.2261000000000308,Total infected,Screening 25%
50,16.0,1.391900000000021,Total infected,Screening 25%
51,17.0,1.628100000000046,Total infected,Screening 25%
52,18.0,1.8542000000000485,Total infected,Screening 25%
53,19.0,2.140700000000038,Total infected,Screening 25%
54,20.0,2.457300000000032,Total infected,Screening 25%
55,21.0,2.6430999999999756,Total infected,Screening 25%
56,22.0,2.778899999999993,Total infected,Screening 25%
57,23.0,3.0702000000000282,Total infected,Screening 25%
58,24.0,3.3617000000000417,Total infected,Screening 25%
59,25.0,3.7587000000000046,Total infected,Screening 25%
60,26.0,4.23120000000003,Total infected,Screening 25%
61,27.0,4.6232000000000255,Total infected,Screening 25%
62,28.0,4.889500000000027,Total infected,Screening 25%
63,29.0,5.1609000000000265,Total infected,Screening 25%
64,30.0,5.537700000000029,Total infected,Screening 25%
65,31.0,5.944800000000015,Total infected,Screening 25%
66,32.0,6.502500000000026,Total infected,Screening 25%
67,33.0,7.100500000000011,Total infected,Screening 25%
68,34.0,7.643200000000007,Total infected,Screening 25%
69,35.0,8.035200000000003,Total infected,Screening 25%
70,1.0,0.0,Total infected,Screening 50%
71,2.0,0.014999999999986358,Total infected,Screening 50%
72,3.0,0.03520000000000323,Total infected,Screening 50%
73,4.0,0.06030000000001223,Total infected,Screening 50%
74,5.0,0.09039999999998827,Total infected,Screening 50%
75,6.0,0.11050000000000182,Total infected,Screening 50%
76,7.0,0.17079999999998563,Total infected,Screening 50%
77,8.0,0.19589999999999463,Total infected,Screening 50%
78,9.0,0.2512000000000114,Total infected,Screening 50%
79,10.0,0.3366999999999791,Total infected,Screening 50%
80,11.0,0.4070000000000107,Total infected,Screening 50%
81,12.0,0.537700000000001,Total infected,Screening 50%
82,13.0,0.7287000000000319,Total infected,Screening 50%
83,14.0,0.8290999999999826,Total infected,Screening 50%
84,15.0,0.8793999999999755,Total infected,Screening 50%
85,16.0,0.9798999999999864,Total infected,Screening 50%
86,17.0,1.170800000000014,Total infected,Screening 50%
87,18.0,1.3618000000000166,Total infected,Screening 50%
88,19.0,1.6030000000000086,Total infected,Screening 50%
89,20.0,1.8643000000000427,Total infected,Screening 50%
90,21.0,2.0654000000000394,Total infected,Screening 50%
91,22.0,2.2262000000000057,Total infected,Screening 50%
92,23.0,2.427099999999996,Total infected,Screening 50%
93,24.0,2.7184000000000026,Total infected,Screening 50%
94,25.0,3.0804999999999723,Total infected,Screening 50%
95,26.0,3.4823000000000093,Total infected,Screening 50%
96,27.0,3.869400000000013,Total infected,Screening 50%
97,28.0,4.160799999999966,Total infected,Screening 50%
98,29.0,4.407000000000011,Total infected,Screening 50%
99,30.0,4.708400000000012,Total infected,Screening 50%
100,31.0,5.125499999999988,Total infected,Screening 50%
101,32.0,5.497499999999974,Total infected,Screening 50%
102,33.0,5.924499999999938,Total infected,Screening 50%
103,34.0,6.416999999999973,Total infected,Screening 50%
104,35.0,6.788799999999981,Total infected,Screening 50%
105,1.0,0.0,Total infected,Screening 100%
106,2.0,0.009999999999990905,Total infected,Screening 100%
107,3.0,0.015100000000018099,Total infected,Screening 100%
108,4.0,0.030100000000004457,Total infected,Screening 100%
109,5.0,0.045200000000022555,Total infected,Screening 100%
110,6.0,0.08040000000002578,Total infected,Screening 100%
111,7.0,0.12060000000002447,Total infected,Screening 100%
112,8.0,0.16080000000002315,Total infected,Screening 100%
113,9.0,0.2562000000000353,Total infected,Screening 100%
114,10.0,0.36170000000004165,Total infected,Screening 100%
115,11.0,0.43710000000004356,Total infected,Screening 100%
116,12.0,0.5375999999999692,Total infected,Screening 100%
117,13.0,0.6079000000000008,Total infected,Screening 100%
118,14.0,0.6833999999999776,Total infected,Screening 100%
119,15.0,0.7789000000000215,Total infected,Screening 100%
120,16.0,0.9146000000000072,Total infected,Screening 100%
121,17.0,1.0904000000000167,Total infected,Screening 100%
122,18.0,1.2914000000000385,Total infected,Screening 100%
123,19.0,1.4572000000000287,Total infected,Screening 100%
124,20.0,1.658200000000022,Total infected,Screening 100%
125,21.0,1.8393000000000086,Total infected,Screening 100%
126,22.0,1.934800000000024,Total infected,Screening 100%
127,23.0,2.0904000000000167,Total infected,Screening 100%
128,24.0,2.301499999999976,Total infected,Screening 100%
129,25.0,2.522500000000008,Total infected,Screening 100%
130,26.0,2.839100000000002,Total infected,Screening 100%
131,27.0,3.0904999999999916,Total infected,Screening 100%
132,28.0,3.2662999999999727,Total infected,Screening 100%
133,29.0,3.4170000000000016,Total infected,Screening 100%
134,30.0,3.663099999999986,Total infected,Screening 100%
135,31.0,3.9196000000000026,Total infected,Screening 100%
136,32.0,4.155800000000028,Total infected,Screening 100%
137,33.0,4.407100000000014,Total infected,Screening 100%
138,34.0,4.688399999999973,Total infected,Screening 100%
139,35.0,4.9395999999999844,Total infected,Screening 100%
