day	seedRun	susceptible	exposed	infected	removed	susceptible-in-quarantine	exposed-in-quarantine	infected-in-quarantine	removed-in-quarantine	susceptible-in-quarantine-external-1	exposed-in-quarantine-external-1	infected-in-quarantine-external-1	removed-in-quarantine-external-1	susceptible-in-quarantine-external-2	exposed-in-quarantine-external-2	infected-in-quarantine-external-2	removed-in-quarantine-external-2	num-of-screened-agents	num-of-screened-agents-external-1	num-of-screened-agents-external-2	num-of-positive-agents	num-of-positive-agents-external-1	num-of-positive-agents-external-2	num-vaccinated-susceptible	num-vaccinated-exposed	num-vaccinated-infected	num-vaccinated-removed	num-vaccinated-susceptible-in-quarantine	num-vaccinated-exposed-in-quarantine	num-vaccinated-infected-in-quarantine	num-vaccinated-removed-in-quarantine	num-vaccinated-susceptible-in-quarantine-external-1	num-vaccinated-exposed-in-quarantine-external-1	num-vaccinated-infected-in-quarantine-external-1	num-vaccinated-removed-in-quarantine-external-1	num-vaccinated-susceptible-in-quarantine-external-2	num-vaccinated-exposed-in-quarantine-external-2	num-vaccinated-infected-in-quarantine-external-2	num-vaccinated-removed-in-quarantine-external-2	num-infected-outside	classroom-in-quarantine	num-of-classroom-in-quarantine	classroom-with-at-least-one-infected	prob-outside-contagion
0	123457265	72	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	218	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	[]	0	0.001	0
1	123457265	72	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60	1	0	0	0	0	218	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	[]	0	0.001	0
2	123457265	72	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60	1	0	0	0	0	218	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	[]	0	0.001	0
3	123457265	72	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60	1	0	0	0	0	218	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	[]	0	0.001	0
4	123457265	72	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60	2	0	0	0	0	217	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	[]	0	0.001	0
5	123457265	72	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60	3	0	0	0	0	217	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	[]	0	0.001	0
6	123457265	72	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60	3	0	0	0	0	217	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	[]	0	0.001	0
7	123457265	72	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60	5	0	0	0	0	217	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	[]	0	0.001	0
8	123457265	72	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	139	6	0	1	0	0	217	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	[]	0	0.001	1
9	123457265	72	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	139	6	0	1	0	0	217	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	[]	0	0.001	1
10	123457265	72	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	139	6	0	1	0	0	217	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	[]	0	0.001	0
11	123457265	72	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	139	7	0	1	0	0	217	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	[]	0	0.001	0
12	123457265	72	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	139	7	0	1	0	0	217	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	[]	0	0.001	0
13	123457265	71	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	158	8	0	1	0	0	217	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	[]	0	0.001	0
14	123457265	71	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	158	8	0	1	0	0	217	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	[]	0	0.001	0
15	123457265	71	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	217	10	0	1	0	0	217	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	[]	0	0.001	0
16	123457265	71	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	217	10	0	1	0	0	217	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	[]	0	0.001	0
