day	seedRun	susceptible	exposed	infected	removed	susceptible-in-quarantine	exposed-in-quarantine	infected-in-quarantine	removed-in-quarantine	susceptible-in-quarantine-external-1	exposed-in-quarantine-external-1	infected-in-quarantine-external-1	removed-in-quarantine-external-1	susceptible-in-quarantine-external-2	exposed-in-quarantine-external-2	infected-in-quarantine-external-2	removed-in-quarantine-external-2	num-of-screened-agents	num-of-screened-agents-external-1	num-of-screened-agents-external-2	num-of-positive-agents	num-of-positive-agents-external-1	num-of-positive-agents-external-2	num-vaccinated-susceptible	num-vaccinated-exposed	num-vaccinated-infected	num-vaccinated-removed	num-vaccinated-susceptible-in-quarantine	num-vaccinated-exposed-in-quarantine	num-vaccinated-infected-in-quarantine	num-vaccinated-removed-in-quarantine	num-vaccinated-susceptible-in-quarantine-external-1	num-vaccinated-exposed-in-quarantine-external-1	num-vaccinated-infected-in-quarantine-external-1	num-vaccinated-removed-in-quarantine-external-1	num-vaccinated-susceptible-in-quarantine-external-2	num-vaccinated-exposed-in-quarantine-external-2	num-vaccinated-infected-in-quarantine-external-2	num-vaccinated-removed-in-quarantine-external-2	num-infected-outside	classroom-in-quarantine	num-of-classroom-in-quarantine	classroom-with-at-least-one-infected	prob-outside-contagion
0	123457148	72	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	218	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	[]	0	0.001	0
1	123457148	72	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60	0	0	0	0	0	218	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	[]	0	0.001	0
2	123457148	72	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60	0	0	0	0	0	218	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	[]	0	0.001	0
3	123457148	72	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60	1	0	0	0	0	218	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	[]	0	0.001	0
4	123457148	72	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60	2	0	0	0	0	218	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	[]	0	0.001	0
5	123457148	72	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60	2	0	0	0	0	218	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	[]	0	0.001	0
6	123457148	72	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60	3	0	0	0	0	218	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	[]	0	0.001	0
7	123457148	72	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60	3	0	0	0	0	218	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	[]	0	0.001	0
8	123457148	72	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	120	4	0	0	0	0	218	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	[]	0	0.001	0
9	123457148	71	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	120	6	0	0	0	0	218	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	[]	0	0.001	0
10	123457148	71	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	120	6	0	0	0	0	218	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	[]	0	0.001	0
11	123457148	71	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	120	7	0	0	0	0	218	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	[]	0	0.001	0
12	123457148	70	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	120	8	0	0	0	0	217	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	[]	0	0.001	1
13	123457148	70	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	120	9	0	0	0	0	217	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	[]	0	0.001	1
14	123457148	70	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	120	10	0	0	0	0	217	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	[]	0	0.001	1
15	123457148	69	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	180	10	0	0	0	0	217	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	[]	0	0.001	1
16	123457148	69	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	180	10	0	0	0	0	217	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	[]	0	0.001	1
17	123457148	68	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	180	11	0	0	0	0	215	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	[]	0	0.001	1
18	123457148	68	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	180	12	0	0	0	0	213	2	2	1	0	0	0	0	0	0	0	0	0	0	0	0	1	[]	0	0.001	1
19	123457148	68	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	180	13	0	0	0	0	213	1	3	1	0	0	0	0	0	0	0	0	0	0	0	0	1	[]	0	0.001	1
20	123457148	68	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	180	14	0	0	0	0	213	1	3	1	0	0	0	0	0	0	0	0	0	0	0	0	1	[]	0	0.001	1
21	123457148	68	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	180	14	0	0	0	0	213	1	2	2	0	0	0	0	0	0	0	0	0	0	0	0	1	[]	0	0.001	1
22	123457148	66	0	0	0	2	1	2	1	0	0	0	0	0	0	0	0	259	14	0	4	0	0	203	0	1	0	10	0	2	2	0	0	0	0	0	0	0	0	1	[3A]	1	0.001	1
23	123457148	66	0	0	0	2	0	3	1	0	0	0	0	0	0	0	0	259	15	0	4	0	0	203	0	1	0	10	0	2	2	0	0	0	0	0	0	0	0	1	[3A]	1	0.001	1
24	123457148	66	0	0	0	2	0	3	1	0	0	0	0	0	0	0	0	259	17	0	4	0	0	203	0	0	1	10	0	1	3	0	0	0	0	0	0	0	0	1	[3A]	1	0.001	1
25	123457148	66	0	0	0	2	0	3	1	0	0	0	0	0	0	0	0	259	17	0	4	0	0	203	0	0	1	10	0	1	3	0	0	0	0	0	0	0	0	1	[3A]	1	0.001	1
26	123457148	66	0	0	0	2	0	1	3	0	0	0	0	0	0	0	0	259	17	0	4	0	0	203	0	0	1	10	0	1	3	0	0	0	0	0	0	0	0	1	[3A]	1	0.001	1
27	123457148	65	1	0	0	2	0	1	3	0	0	0	0	0	0	0	0	259	18	0	4	0	0	203	0	0	1	10	0	1	3	0	0	0	0	0	0	0	0	2	[3A]	1	0.001	1
28	123457148	65	1	0	0	2	0	1	3	0	0	0	0	0	0	0	0	259	19	0	4	0	0	203	0	0	1	10	0	1	3	0	0	0	0	0	0	0	0	2	[3A]	1	0.001	1
