,day,agents,type,type_of_screening_pretty,group
0,0.0,240.0,Susceptible,Without screening,Susceptible
1,1.0,239.7407,Susceptible,Without screening,Susceptible
2,2.0,239.4575,Susceptible,Without screening,Susceptible
3,3.0,239.0581,Susceptible,Without screening,Susceptible
4,4.0,238.4705,Susceptible,Without screening,Susceptible
5,5.0,237.6246,Susceptible,Without screening,Susceptible
6,6.0,237.2492,Susceptible,Without screening,Susceptible
7,7.0,236.7678,Susceptible,Without screening,Susceptible
8,8.0,235.2903,Susceptible,Without screening,Susceptible
9,9.0,233.6176,Susceptible,Without screening,Susceptible
10,10.0,231.4835,Susceptible,Without screening,Susceptible
11,11.0,229.1211,Susceptible,Without screening,Susceptible
12,12.0,226.2623,Susceptible,Without screening,Susceptible
13,13.0,225.2973,Susceptible,Without screening,Susceptible
14,14.0,224.4214,Susceptible,Without screening,Susceptible
15,15.0,221.049,Susceptible,Without screening,Susceptible
16,16.0,217.6276,Susceptible,Without screening,Susceptible
17,17.0,213.7728,Susceptible,Without screening,Susceptible
18,18.0,209.4625,Susceptible,Without screening,Susceptible
19,19.0,205.0631,Susceptible,Without screening,Susceptible
20,20.0,203.988,Susceptible,Without screening,Susceptible
21,21.0,203.021,Susceptible,Without screening,Susceptible
22,22.0,198.1952,Susceptible,Without screening,Susceptible
23,23.0,193.3504,Susceptible,Without screening,Susceptible
24,24.0,188.3493,Susceptible,Without screening,Susceptible
25,25.0,183.2062,Susceptible,Without screening,Susceptible
26,26.0,178.4835,Susceptible,Without screening,Susceptible
27,27.0,177.996,Susceptible,Without screening,Susceptible
28,28.0,177.4314,Susceptible,Without screening,Susceptible
29,29.0,171.6036,Susceptible,Without screening,Susceptible
30,30.0,166.5445,Susceptible,Without screening,Susceptible
31,31.0,161.8058,Susceptible,Without screening,Susceptible
32,32.0,157.2162,Susceptible,Without screening,Susceptible
33,33.0,152.0631,Susceptible,Without screening,Susceptible
34,34.0,151.6677,Susceptible,Without screening,Susceptible
35,35.0,151.3463,Susceptible,Without screening,Susceptible
36,0.0,0.0,Susceptible in quarantine,Without screening,Susceptible
37,1.0,0.0,Susceptible in quarantine,Without screening,Susceptible
38,2.0,0.0,Susceptible in quarantine,Without screening,Susceptible
39,3.0,0.019,Susceptible in quarantine,Without screening,Susceptible
40,4.0,0.0731,Susceptible in quarantine,Without screening,Susceptible
41,5.0,0.2312,Susceptible in quarantine,Without screening,Susceptible
42,6.0,0.3794,Susceptible in quarantine,Without screening,Susceptible
