,trace,day,type
0,0,4,School screening
1,1,4,School screening
2,2,4,School screening
3,3,4,School screening
4,4,4,School screening
5,5,4,School screening
6,6,4,School screening
7,7,4,School screening
8,8,4,School screening
9,9,4,School screening
10,10,4,School screening
11,11,4,School screening
12,12,4,School screening
13,13,4,School screening
14,14,4,School screening
15,15,4,School screening
16,16,4,School screening
17,17,4,School screening
18,18,4,School screening
19,19,11,School screening
20,20,11,School screening
21,21,4,School screening
22,22,4,School screening
23,23,4,School screening
24,24,4,School screening
25,25,4,School screening
26,26,4,School screening
27,27,0,-
28,28,4,School screening
29,29,11,School screening
30,30,4,School screening
31,31,4,School screening
32,32,4,School screening
33,33,0,-
34,34,0,-
35,35,4,School screening
36,36,4,School screening
37,37,4,School screening
38,38,4,School screening
39,39,4,School screening
40,40,4,School screening
41,41,4,School screening
42,42,4,School screening
43,43,4,School screening
44,44,4,School screening
45,45,4,School screening
46,46,0,-
47,47,4,School screening
48,48,11,School screening
49,49,4,School screening
50,50,4,School screening
51,51,4,School screening
52,52,4,School screening
53,53,4,School screening
54,54,0,-
55,55,4,School screening
56,56,11,School screening
57,57,4,School screening
58,58,4,School screening
59,59,11,School screening
60,60,4,School screening
61,61,4,School screening
62,62,11,School screening
63,63,4,School screening
64,64,4,School screening
65,65,4,School screening
66,66,11,School screening
67,67,4,School screening
68,68,4,School screening
69,69,4,School screening
70,70,4,School screening
71,71,4,School screening
72,72,4,School screening
73,73,4,School screening
74,74,4,School screening
75,75,4,School screening
76,76,4,School screening
77,77,4,School screening
78,78,0,-
79,79,11,School screening
80,80,4,School screening
81,81,4,School screening
82,82,4,School screening
83,83,4,School screening
84,84,4,School screening
85,85,4,School screening
86,86,4,School screening
87,87,4,School screening
88,88,4,School screening
89,89,4,School screening
90,90,4,School screening
91,91,4,School screening
92,92,4,School screening
93,93,4,School screening
94,94,4,School screening
95,95,4,School screening
96,96,0,-
97,97,4,School screening
98,98,4,School screening
99,99,4,School screening
100,100,11,School screening
101,101,4,School screening
102,102,4,School screening
103,103,0,-
104,104,4,School screening
105,105,4,School screening
106,106,4,School screening
107,107,4,School screening
108,108,4,School screening
109,109,4,School screening
110,110,4,School screening
111,111,4,School screening
112,112,11,School screening
113,113,4,School screening
114,114,4,School screening
115,115,4,School screening
116,116,4,School screening
117,117,4,School screening
118,118,0,-
119,119,4,School screening
120,120,4,School screening
121,121,11,School screening
122,122,11,School screening
123,123,4,School screening
124,124,4,School screening
125,125,4,School screening
126,126,4,School screening
127,127,4,School screening
128,128,4,School screening
129,129,11,School screening
130,130,4,School screening
131,131,4,School screening
132,132,4,School screening
133,133,4,School screening
134,134,0,-
135,135,4,School screening
136,136,4,School screening
137,137,11,School screening
138,138,4,School screening
139,139,4,School screening
140,140,4,School screening
141,141,4,School screening
142,142,4,School screening
143,143,4,School screening
144,144,0,-
145,145,4,School screening
146,146,4,School screening
147,147,4,School screening
148,148,4,School screening
149,149,4,School screening
150,150,4,School screening
151,151,4,School screening
152,152,4,School screening
153,153,4,School screening
154,154,4,School screening
155,155,0,-
156,156,0,-
157,157,4,School screening
158,158,4,School screening
159,159,0,-
160,160,4,School screening
161,161,4,School screening
162,162,11,School screening
163,163,4,School screening
164,164,4,School screening
165,165,4,School screening
166,166,0,-
167,167,4,School screening
168,168,4,School screening
169,169,4,School screening
170,170,4,School screening
171,171,4,School screening
172,172,4,School screening
173,173,4,School screening
174,174,0,-
175,175,4,School screening
176,176,4,School screening
177,177,4,School screening
178,178,4,School screening
179,179,4,School screening
180,180,4,School screening
181,181,0,-
182,182,4,School screening
183,183,4,School screening
184,184,11,School screening
185,185,4,School screening
186,186,4,School screening
187,187,4,School screening
188,188,4,School screening
189,189,4,School screening
190,190,4,School screening
191,191,4,School screening
192,192,11,School screening
193,193,4,School screening
194,194,4,School screening
195,195,0,-
196,196,11,School screening
197,197,11,School screening
198,198,4,School screening
199,199,4,School screening
200,200,4,School screening
201,201,11,School screening
202,202,4,School screening
203,203,4,School screening
204,204,0,-
205,205,4,School screening
206,206,4,School screening
207,207,4,School screening
208,208,0,-
209,209,4,School screening
210,210,4,School screening
211,211,4,School screening
212,212,4,School screening
213,213,4,School screening
214,214,4,School screening
215,215,4,School screening
216,216,4,School screening
217,217,4,School screening
218,218,4,School screening
219,219,0,-
220,220,11,School screening
221,221,4,School screening
222,222,4,School screening
223,223,0,-
224,224,4,School screening
225,225,4,School screening
226,226,4,School screening
227,227,4,School screening
228,228,0,-
229,229,4,School screening
230,230,11,School screening
231,231,0,-
232,232,4,School screening
233,233,4,School screening
234,234,4,School screening
235,235,11,School screening
236,236,4,School screening
237,237,4,School screening
238,238,4,School screening
239,239,4,School screening
240,240,4,School screening
241,241,4,School screening
242,242,4,School screening
243,243,4,School screening
244,244,0,-
245,245,0,-
246,246,0,-
247,247,4,School screening
248,248,4,School screening
249,249,0,-
250,250,4,School screening
251,251,4,School screening
252,252,4,School screening
253,253,0,-
254,254,11,School screening
255,255,4,School screening
256,256,4,School screening
257,257,4,School screening
258,258,4,School screening
259,259,0,-
260,260,4,School screening
261,261,4,School screening
262,262,4,School screening
263,263,4,School screening
264,264,4,School screening
265,265,0,-
266,266,0,-
267,267,4,School screening
268,268,4,School screening
269,269,4,School screening
270,270,4,School screening
271,271,4,School screening
272,272,4,School screening
273,273,4,School screening
274,274,4,School screening
275,275,4,School screening
276,276,4,School screening
277,277,0,-
278,278,4,School screening
279,279,4,School screening
280,280,4,School screening
281,281,4,School screening
282,282,4,School screening
283,283,4,School screening
284,284,4,School screening
285,285,4,School screening
286,286,4,School screening
287,287,4,School screening
288,288,4,School screening
289,289,4,School screening
290,290,4,School screening
291,291,4,School screening
292,292,4,School screening
293,293,4,School screening
294,294,0,-
295,295,4,School screening
296,296,4,School screening
297,297,4,School screening
298,298,4,School screening
299,299,4,School screening
300,300,4,School screening
301,301,4,School screening
302,302,4,School screening
303,303,4,School screening
304,304,4,School screening
305,305,4,School screening
306,306,4,School screening
307,307,4,School screening
308,308,4,School screening
309,309,0,-
310,310,0,-
311,311,4,School screening
312,312,0,-
313,313,4,School screening
314,314,4,School screening
315,315,4,School screening
316,316,4,School screening
317,317,4,School screening
318,318,4,School screening
319,319,4,School screening
320,320,4,School screening
321,321,4,School screening
322,322,4,School screening
323,323,11,School screening
324,324,4,School screening
325,325,4,School screening
326,326,4,School screening
327,327,4,School screening
328,328,4,School screening
329,329,4,School screening
330,330,4,School screening
331,331,4,School screening
332,332,4,School screening
333,333,4,School screening
334,334,11,School screening
335,335,4,School screening
336,336,4,School screening
337,337,4,School screening
338,338,4,School screening
339,339,4,School screening
340,340,0,-
341,341,0,-
342,342,4,School screening
343,343,4,School screening
344,344,0,-
345,345,4,School screening
346,346,4,School screening
347,347,4,School screening
348,348,4,School screening
349,349,0,-
350,350,4,School screening
351,351,0,-
352,352,4,School screening
353,353,4,School screening
354,354,4,School screening
355,355,4,School screening
356,356,4,School screening
357,357,4,School screening
358,358,0,-
359,359,4,School screening
360,360,4,School screening
361,361,4,School screening
362,362,11,School screening
363,363,4,School screening
364,364,4,School screening
365,365,4,School screening
366,366,4,School screening
367,367,4,School screening
368,368,4,School screening
369,369,4,School screening
370,370,0,-
371,371,4,School screening
372,372,11,School screening
373,373,18,School screening
374,374,4,School screening
375,375,11,School screening
376,376,4,School screening
377,377,4,School screening
378,378,4,School screening
379,379,11,School screening
380,380,4,School screening
381,381,4,School screening
382,382,4,School screening
383,383,4,School screening
384,384,4,School screening
385,385,4,School screening
386,386,4,School screening
387,387,4,School screening
388,388,4,School screening
389,389,4,School screening
390,390,4,School screening
391,391,4,School screening
392,392,4,School screening
393,393,11,School screening
394,394,11,School screening
395,395,4,School screening
396,396,4,School screening
397,397,4,School screening
398,398,4,School screening
399,399,4,School screening
400,400,4,School screening
401,401,4,School screening
402,402,4,School screening
403,403,4,School screening
404,404,4,School screening
405,405,4,School screening
406,406,4,School screening
407,407,4,School screening
408,408,18,School screening
409,409,4,School screening
410,410,4,School screening
411,411,4,School screening
412,412,11,School screening
413,413,4,School screening
414,414,4,School screening
415,415,4,School screening
416,416,4,School screening
417,417,4,School screening
418,418,0,-
419,419,4,School screening
420,420,4,School screening
421,421,4,School screening
422,422,0,-
423,423,4,School screening
424,424,0,-
425,425,4,School screening
426,426,4,School screening
427,427,4,School screening
428,428,4,School screening
429,429,4,School screening
430,430,4,School screening
431,431,4,School screening
432,432,4,School screening
433,433,4,School screening
434,434,4,School screening
435,435,4,School screening
436,436,11,School screening
437,437,4,School screening
438,438,0,-
439,439,0,-
440,440,4,School screening
441,441,4,School screening
442,442,11,School screening
443,443,4,School screening
444,444,4,School screening
445,445,4,School screening
446,446,11,School screening
447,447,4,School screening
448,448,4,School screening
449,449,4,School screening
450,450,4,School screening
451,451,4,School screening
452,452,4,School screening
453,453,4,School screening
454,454,0,-
455,455,4,School screening
456,456,4,School screening
457,457,4,School screening
458,458,4,School screening
459,459,4,School screening
460,460,4,School screening
461,461,4,School screening
462,462,4,School screening
463,463,0,-
464,464,11,School screening
465,465,4,School screening
466,466,4,School screening
467,467,4,School screening
468,468,4,School screening
469,469,0,-
470,470,4,School screening
471,471,0,-
472,472,0,-
473,473,4,School screening
474,474,4,School screening
475,475,4,School screening
476,476,4,School screening
477,477,4,School screening
478,478,11,School screening
479,479,4,School screening
480,480,4,School screening
481,481,11,School screening
482,482,4,School screening
483,483,4,School screening
484,484,0,-
485,485,4,School screening
486,486,4,School screening
487,487,4,School screening
488,488,4,School screening
489,489,4,School screening
490,490,4,School screening
491,491,0,-
492,492,4,School screening
493,493,4,School screening
494,494,4,School screening
495,495,4,School screening
496,496,4,School screening
497,497,4,School screening
498,498,4,School screening
499,499,0,-
500,500,4,School screening
501,501,4,School screening
502,502,4,School screening
503,503,4,School screening
504,504,4,School screening
505,505,4,School screening
506,506,4,School screening
507,507,11,School screening
508,508,11,School screening
509,509,4,School screening
510,510,4,School screening
511,511,11,School screening
512,512,4,School screening
513,513,4,School screening
514,514,4,School screening
515,515,4,School screening
516,516,4,School screening
517,517,11,School screening
518,518,4,School screening
519,519,4,School screening
520,520,4,School screening
521,521,11,School screening
522,522,4,School screening
