,day,cumulative_infected,type,type_of_screening_pretty
0,1.0,0.0,Total infected,Without screening
1,2.0,0.07699999999999818,Total infected,Without screening
2,3.0,0.2061999999999955,Total infected,Without screening
3,4.0,0.3932999999999822,Total infected,Without screening
4,5.0,0.6978000000000009,Total infected,Without screening
5,6.0,1.107100000000031,Total infected,Without screening
6,7.0,1.457400000000007,Total infected,Without screening
7,8.0,1.81280000000001,Total infected,Without screening
8,9.0,2.3974000000000046,Total infected,Without screening
9,10.0,3.166200000000032,Total infected,Without screening
10,11.0,4.2242999999999995,Total infected,Without screening
11,12.0,5.504499999999979,Total infected,Without screening
12,13.0,7.032999999999987,Total infected,Without screening
13,14.0,8.278199999999998,Total infected,Without screening
14,15.0,9.168199999999956,Total infected,Without screening
15,16.0,10.573600000000027,Total infected,Without screening
16,17.0,12.40440000000001,Total infected,Without screening
17,18.0,14.588600000000014,Total infected,Without screening
18,19.0,17.133200000000016,Total infected,Without screening
19,20.0,20.070999999999998,Total infected,Without screening
20,21.0,22.21029999999999,Total infected,Without screening
21,22.0,23.836700000000008,Total infected,Without screening
22,23.0,26.171099999999996,Total infected,Without screening
23,24.0,29.07310000000001,Total infected,Without screening
24,25.0,32.25020000000001,Total infected,Without screening
25,26.0,35.827799999999996,Total infected,Without screening
26,27.0,39.6576,Total infected,Without screening
27,28.0,42.45150000000001,Total infected,Without screening
28,29.0,44.49139999999997,Total infected,Without screening
29,30.0,47.39839999999998,Total infected,Without screening
30,31.0,50.83680000000004,Total infected,Without screening
31,32.0,54.57850000000002,Total infected,Without screening
32,33.0,58.55660000000003,Total infected,Without screening
33,34.0,62.74370000000002,Total infected,Without screening
34,35.0,65.71159999999998,Total infected,Without screening
35,1.0,0.0,Total infected,Screening 25%
36,2.0,0.06029999999998381,Total infected,Screening 25%
37,3.0,0.16579999999999018,Total infected,Screening 25%
38,4.0,0.34369999999998413,Total infected,Screening 25%
39,5.0,0.5980000000000132,Total infected,Screening 25%
40,6.0,0.9948000000000263,Total infected,Screening 25%
41,7.0,1.4623000000000275,Total infected,Screening 25%
42,8.0,1.7687999999999988,Total infected,Screening 25%
43,9.0,2.34669999999997,Total infected,Screening 25%
44,10.0,3.0582999999999743,Total infected,Screening 25%
45,11.0,3.9085000000000036,Total infected,Screening 25%
46,12.0,4.846200000000039,Total infected,Screening 25%
47,13.0,5.899400000000071,Total infected,Screening 25%
48,14.0,6.760900000000021,Total infected,Screening 25%
49,15.0,7.524599999999992,Total infected,Screening 25%
50,16.0,8.586799999999982,Total infected,Screening 25%
51,17.0,9.855199999999996,Total infected,Screening 25%
52,18.0,11.316500000000048,Total infected,Screening 25%
53,19.0,12.834299999999985,Total infected,Screening 25%
54,20.0,14.527700000000067,Total infected,Screening 25%
55,21.0,15.884500000000003,Total infected,Screening 25%
56,22.0,16.872299999999996,Total infected,Screening 25%
57,23.0,18.21410000000003,Total infected,Screening 25%
58,24.0,19.752800000000036,Total infected,Screening 25%
59,25.0,21.420999999999992,Total infected,Screening 25%
60,26.0,23.258499999999998,Total infected,Screening 25%
61,27.0,25.061199999999985,Total infected,Screening 25%
62,28.0,26.429100000000005,Total infected,Screening 25%
63,29.0,27.440200000000004,Total infected,Screening 25%
64,30.0,28.760800000000017,Total infected,Screening 25%
65,31.0,30.287499999999994,Total infected,Screening 25%
66,32.0,31.896499999999975,Total infected,Screening 25%
67,33.0,33.511499999999984,Total infected,Screening 25%
68,34.0,35.165700000000015,Total infected,Screening 25%
69,35.0,36.485299999999995,Total infected,Screening 25%
70,1.0,0.0,Total infected,Screening 50%
71,2.0,0.07030000000000314,Total infected,Screening 50%
72,3.0,0.21000000000000796,Total infected,Screening 50%
73,4.0,0.34669999999999845,Total infected,Screening 50%
74,5.0,0.6410999999999945,Total infected,Screening 50%
75,6.0,0.9808999999999628,Total infected,Screening 50%
76,7.0,1.28419999999997,Total infected,Screening 50%
77,8.0,1.632300000000015,Total infected,Screening 50%
78,9.0,2.0632000000000232,Total infected,Screening 50%
79,10.0,2.6603000000000065,Total infected,Screening 50%
80,11.0,3.4099000000000217,Total infected,Screening 50%
81,12.0,4.290400000000005,Total infected,Screening 50%
82,13.0,5.173999999999978,Total infected,Screening 50%
83,14.0,5.8613,Total infected,Screening 50%
84,15.0,6.510499999999979,Total infected,Screening 50%
85,16.0,7.270399999999995,Total infected,Screening 50%
86,17.0,8.218099999999993,Total infected,Screening 50%
87,18.0,9.250199999999978,Total infected,Screening 50%
88,19.0,10.323700000000002,Total infected,Screening 50%
89,20.0,11.452199999999976,Total infected,Screening 50%
90,21.0,12.278399999999948,Total infected,Screening 50%
91,22.0,12.903500000000008,Total infected,Screening 50%
92,23.0,13.770899999999983,Total infected,Screening 50%
93,24.0,14.735599999999977,Total infected,Screening 50%
94,25.0,15.861199999999968,Total infected,Screening 50%
95,26.0,16.947700000000054,Total infected,Screening 50%
96,27.0,17.968799999999987,Total infected,Screening 50%
97,28.0,18.86329999999998,Total infected,Screening 50%
98,29.0,19.494399999999956,Total infected,Screening 50%
99,30.0,20.4229,Total infected,Screening 50%
