,day,agents,type,type_of_screening_pretty,group
0,0.0,240.0,Susceptible,Without screening,Susceptible
1,1.0,239.971,Susceptible,Without screening,Susceptible
2,2.0,239.9379,Susceptible,Without screening,Susceptible
3,3.0,239.8949,Susceptible,Without screening,Susceptible
4,4.0,239.8308,Susceptible,Without screening,Susceptible
5,5.0,239.7668,Susceptible,Without screening,Susceptible
6,6.0,239.7297,Susceptible,Without screening,Susceptible
7,7.0,239.7117,Susceptible,Without screening,Susceptible
8,8.0,239.5566,Susceptible,Without screening,Susceptible
9,9.0,239.3614,Susceptible,Without screening,Susceptible
10,10.0,239.1201,Susceptible,Without screening,Susceptible
11,11.0,238.8559,Susceptible,Without screening,Susceptible
12,12.0,238.5195,Susceptible,Without screening,Susceptible
13,13.0,238.4354,Susceptible,Without screening,Susceptible
14,14.0,238.3403,Susceptible,Without screening,Susceptible
15,15.0,237.8809,Susceptible,Without screening,Susceptible
16,16.0,237.5556,Susceptible,Without screening,Susceptible
17,17.0,237.036,Susceptible,Without screening,Susceptible
18,18.0,236.5475,Susceptible,Without screening,Susceptible
19,19.0,236.0711,Susceptible,Without screening,Susceptible
20,20.0,235.9069,Susceptible,Without screening,Susceptible
21,21.0,235.7037,Susceptible,Without screening,Susceptible
22,22.0,235.1011,Susceptible,Without screening,Susceptible
23,23.0,234.4755,Susceptible,Without screening,Susceptible
24,24.0,233.8208,Susceptible,Without screening,Susceptible
25,25.0,233.1562,Susceptible,Without screening,Susceptible
26,26.0,232.5455,Susceptible,Without screening,Susceptible
27,27.0,232.4184,Susceptible,Without screening,Susceptible
28,28.0,232.3774,Susceptible,Without screening,Susceptible
29,29.0,231.5115,Susceptible,Without screening,Susceptible
30,30.0,230.6026,Susceptible,Without screening,Susceptible
31,31.0,229.8318,Susceptible,Without screening,Susceptible
32,32.0,228.8629,Susceptible,Without screening,Susceptible
33,33.0,227.7748,Susceptible,Without screening,Susceptible
34,34.0,227.6897,Susceptible,Without screening,Susceptible
35,35.0,227.6617,Susceptible,Without screening,Susceptible
36,0.0,0.0,Susceptible in quarantine,Without screening,Susceptible
37,1.0,0.0,Susceptible in quarantine,Without screening,Susceptible
38,2.0,0.0,Susceptible in quarantine,Without screening,Susceptible
39,3.0,0.0,Susceptible in quarantine,Without screening,Susceptible
40,4.0,0.0,Susceptible in quarantine,Without screening,Susceptible
41,5.0,0.0,Susceptible in quarantine,Without screening,Susceptible
42,6.0,0.016,Susceptible in quarantine,Without screening,Susceptible
43,7.0,0.016,Susceptible in quarantine,Without screening,Susceptible
44,8.0,0.046,Susceptible in quarantine,Without screening,Susceptible
45,9.0,0.0601,Susceptible in quarantine,Without screening,Susceptible
46,10.0,0.09809999999999999,Susceptible in quarantine,Without screening,Susceptible
47,11.0,0.1172,Susceptible in quarantine,Without screening,Susceptible
48,12.0,0.19519999999999998,Susceptible in quarantine,Without screening,Susceptible
49,13.0,0.2542,Susceptible in quarantine,Without screening,Susceptible
50,14.0,0.3194,Susceptible in quarantine,Without screening,Susceptible
51,15.0,0.4355,Susceptible in quarantine,Without screening,Susceptible
52,16.0,0.4535,Susceptible in quarantine,Without screening,Susceptible
53,17.0,0.6235999999999999,Susceptible in quarantine,Without screening,Susceptible
54,18.0,0.7137,Susceptible in quarantine,Without screening,Susceptible
55,19.0,0.7598,Susceptible in quarantine,Without screening,Susceptible
56,20.0,0.9039,Susceptible in quarantine,Without screening,Susceptible
57,21.0,1.0841,Susceptible in quarantine,Without screening,Susceptible
58,22.0,1.2022,Susceptible in quarantine,Without screening,Susceptible
59,23.0,1.3103,Susceptible in quarantine,Without screening,Susceptible
60,24.0,1.4515,Susceptible in quarantine,Without screening,Susceptible
61,25.0,1.5474999999999999,Susceptible in quarantine,Without screening,Susceptible
62,26.0,1.6216,Susceptible in quarantine,Without screening,Susceptible
63,27.0,1.7307,Susceptible in quarantine,Without screening,Susceptible
64,28.0,1.7447,Susceptible in quarantine,Without screening,Susceptible
65,29.0,1.9089,Susceptible in quarantine,Without screening,Susceptible
66,30.0,2.061,Susceptible in quarantine,Without screening,Susceptible
67,31.0,2.1011,Susceptible in quarantine,Without screening,Susceptible
68,32.0,2.2613,Susceptible in quarantine,Without screening,Susceptible
69,33.0,2.4955,Susceptible in quarantine,Without screening,Susceptible
70,34.0,2.5556,Susceptible in quarantine,Without screening,Susceptible
71,35.0,2.5676,Susceptible in quarantine,Without screening,Susceptible
